config,mean_test_score,std_test_score,param_final_estimator__C,param_passthrough
ES,0.6443734133909252,0.030303926996000288,1.0,False
ES,0.6441150112062484,0.0241585009233099,10.0,False
ES,0.643464939655901,0.024900086292013898,5.0,False
ES,0.6290097409888789,0.033982351825547,0.1,False
ES,0.5312907746558422,0.018836896034723945,10.0,True
ES,0.5296801310681929,0.023900593963205752,5.0,True
ES,0.5274078649638496,0.025160680449120287,0.1,True
ES,0.5273055084681068,0.024810067521710978,1.0,True
