config,mean_test_score,std_test_score,param_final_estimator__C,param_passthrough
EN,0.6642574185237795,0.027848414333755584,0.1,False
EN,0.6580956878395595,0.030588452513411274,10.0,False
EN,0.6566592651249913,0.009589811750167628,1.0,False
EN,0.656063326103058,0.024495656644524917,5.0,False
EN,0.5583130728036686,0.030816734600272122,10.0,True
EN,0.5571132718773152,0.02455061240513303,0.1,True
EN,0.5545939752016383,0.021117416465164213,1.0,True
EN,0.5502051852625831,0.031852702791399685,5.0,True
